ANO_ELEICAO,NUM_TURNO,SIGLA_UE,DESCRICAO_CARGO,APTOS,COMPARECIMENTO
2010,1,RJ,SENADOR,23168166,19144972
2010,1,RN,DEPUTADO ESTADUAL,2245115,1877681
2010,1,RN,DEPUTADO FEDERAL,2245115,1877681
2010,1,RN,GOVERNADOR,2245115,1877681
2010,1,RN,SENADOR,4490230,3755362
2010,1,RO,DEPUTADO ESTADUAL,1078348,846351
2010,1,RO,DEPUTADO FEDERAL,1078348,846351
2010,1,RO,GOVERNADOR,1078348,846351
2010,1,RO,SENADOR,2156696,1692702
2010,1,RR,DEPUTADO ESTADUAL,271596,233616
2010,1,RR,DEPUTADO FEDERAL,271596,233616
2010,1,RR,GOVERNADOR,271596,233616
2010,1,RR,SENADOR,543192,467232
2010,1,RS,DEPUTADO ESTADUAL,8107550,6902902
2010,1,RS,DEPUTADO FEDERAL,8107550,6902902
2010,1,RS,GOVERNADOR,8107550,6902902
2010,1,RS,SENADOR,16215100,13805804
2010,1,SC,DEPUTADO ESTADUAL,4536718,3900064
2010,1,SC,DEPUTADO FEDERAL,4536718,3900064
2010,1,SC,GOVERNADOR,4536718,3900064
2010,1,SC,SENADOR,9073436,7800128
2010,1,SE,DEPUTADO ESTADUAL,1425334,1184869
2010,1,SE,DEPUTADO FEDERAL,1425334,1184869
2010,1,SE,GOVERNADOR,1425334,1184869
2010,1,SE,SENADOR,2850668,2369738
2010,1,SP,DEPUTADO ESTADUAL,30289723,25310267
2010,1,SP,DEPUTADO FEDERAL,30289723,25310267
2010,1,SP,GOVERNADOR,30289723,25310267
2010,1,SP,SENADOR,60579446,50620534
2010,1,TO,DEPUTADO ESTADUAL,947904,772644
2010,1,TO,DEPUTADO FEDERAL,947904,772644
2010,1,TO,GOVERNADOR,947904,772644
2010,1,TO,SENADOR,1895808,1545288
2010,2,AL,GOVERNADOR,2033518,1496646
2010,2,AP,GOVERNADOR,420349,338553
2010,2,DF,GOVERNADOR,1834135,1479989
2010,2,GO,GOVERNADOR,4059028,3158104
2010,2,PA,GOVERNADOR,4763571,3487580
2010,2,PB,GOVERNADOR,2738389,2217140
2010,2,PI,GOVERNADOR,2261931,1744686
2010,2,RO,GOVERNADOR,1078402,801952
2010,2,RR,GOVERNADOR,271603,221679
2014,1,AC,DEPUTADO ESTADUAL,506520,418772
2014,1,AC,DEPUTADO FEDERAL,506520,418772
2014,1,AC,GOVERNADOR,506520,418772
2014,1,AC,SENADOR,506520,418772
2014,1,AL,DEPUTADO ESTADUAL,1995153,1612496
2014,1,AL,DEPUTADO FEDERAL,1995153,1612496
2014,1,AL,GOVERNADOR,1995153,1612496
2014,1,AL,SENADOR,1995153,1612496
2014,1,AM,DEPUTADO ESTADUAL,2225630,1791817
2014,1,AM,DEPUTADO FEDERAL,2225630,1791817
2014,1,AM,GOVERNADOR,2225630,1791817
2014,1,AM,SENADOR,2225630,1791817
2014,1,AP,DEPUTADO ESTADUAL,455368,407846
2014,1,AP,DEPUTADO FEDERAL,455368,407846
2014,1,AP,GOVERNADOR,455368,407846
2014,1,AP,SENADOR,455368,407846
2014,1,BA,DEPUTADO ESTADUAL,10179390,7818832
2014,1,BA,DEPUTADO FEDERAL,10179390,7818832
2014,1,BA,GOVERNADOR,10179390,7818832
2014,1,BA,SENADOR,10179390,7818832
2014,1,CE,DEPUTADO ESTADUAL,6268909,5007565
2014,1,CE,DEPUTADO FEDERAL,6268909,5007565
2014,1,CE,GOVERNADOR,6268909,5007565
2014,1,CE,SENADOR,6268909,5007565
2014,1,DF,DEPUTADO DISTRITAL,1895697,1674508
2014,1,DF,DEPUTADO FEDERAL,1895697,1674508
2014,1,DF,GOVERNADOR,1895697,1674508
2014,1,DF,SENADOR,1895697,1674508
2014,1,ES,DEPUTADO ESTADUAL,2651621,2150248
2014,1,ES,DEPUTADO FEDERAL,2651621,2150248
2014,1,ES,GOVERNADOR,2651621,2150247
2014,1,ES,SENADOR,2651621,2150247
2014,1,GO,DEPUTADO ESTADUAL,4329834,3514438
2014,1,GO,DEPUTADO FEDERAL,4329834,3514438
2014,1,GO,GOVERNADOR,4329834,3514438
2014,1,GO,SENADOR,4329834,3514438
2014,1,MA,DEPUTADO ESTADUAL,4495864,3433672
2014,1,MA,DEPUTADO FEDERAL,4495864,3433672
2014,1,MA,GOVERNADOR,4495864,3433672
2014,1,MA,SENADOR,4495864,3433672
2014,1,MG,DEPUTADO ESTADUAL,15236578,12186182
2014,1,MG,DEPUTADO FEDERAL,15236578,12186182
2014,1,MG,GOVERNADOR,15236578,12186182
2014,1,MG,SENADOR,15236578,12186182
2014,1,MS,DEPUTADO ESTADUAL,1817511,1444320
2014,1,MS,DEPUTADO FEDERAL,1817511,1444320
2014,1,MS,GOVERNADOR,1817511,1444320
2014,1,MS,SENADOR,1817511,1444320
2014,1,MT,DEPUTADO ESTADUAL,2188283,1686876
2014,1,MT,DEPUTADO FEDERAL,2188283,1686876
2014,1,MT,GOVERNADOR,2188283,1686876
2014,1,MT,SENADOR,2188283,1686876
2014,1,PA,DEPUTADO ESTADUAL,5185950,4091840
2014,1,PA,DEPUTADO FEDERAL,5185950,4091840
2014,1,PA,GOVERNADOR,5185950,4091843
2014,1,PA,SENADOR,5185950,4091843
2014,1,PB,DEPUTADO ESTADUAL,2834782,2334522
2014,1,PB,DEPUTADO FEDERAL,2834782,2334522
2014,1,PB,GOVERNADOR,2834782,2334522
2014,1,PB,SENADOR,2834782,2334522
2014,1,PE,DEPUTADO ESTADUAL,6353859,5304380
2014,1,PE,DEPUTADO FEDERAL,6353859,5304380
2014,1,PE,GOVERNADOR,6353859,5304380
2014,1,PE,SENADOR,6353859,5304380
2014,1,PI,DEPUTADO ESTADUAL,2344476,1901414
2014,1,PI,DEPUTADO FEDERAL,2344476,1901414
2014,1,PI,GOVERNADOR,2344476,1901414
2014,1,PI,SENADOR,2344476,1901414
2014,1,PR,DEPUTADO ESTADUAL,7861171,6536251
2014,1,PR,DEPUTADO FEDERAL,7861171,6536251
2014,1,PR,GOVERNADOR,7861171,6536251
2014,1,PR,SENADOR,7861171,6536251
2014,1,RJ,DEPUTADO ESTADUAL,12134443,9693862
2014,1,RJ,DEPUTADO FEDERAL,12134443,9693862
2014,1,RJ,GOVERNADOR,12134443,9693862
2014,1,RJ,SENADOR,12134443,9693862
2014,1,RN,DEPUTADO ESTADUAL,2326583,1935105
2014,1,RN,DEPUTADO FEDERAL,2326583,1935105
2014,1,RN,GOVERNADOR,2326583,1935105
2014,1,RN,SENADOR,2326583,1935105
2014,1,RO,DEPUTADO ESTADUAL,1126502,885929
2014,1,RO,DEPUTADO FEDERAL,1126502,885929
2014,1,RO,GOVERNADOR,1126502,885929
2014,1,RO,SENADOR,1126502,885929
2014,1,RR,DEPUTADO ESTADUAL,299411,262194
2014,1,RR,DEPUTADO FEDERAL,299411,262194
2014,1,RR,GOVERNADOR,299411,262194
2014,1,RR,SENADOR,299411,262194
2014,1,RS,DEPUTADO ESTADUAL,8385229,6976843
2014,1,RS,DEPUTADO FEDERAL,8385229,6976843
2014,1,RS,GOVERNADOR,8385229,6976843
2014,1,RS,SENADOR,8385229,6976843
2014,1,SC,DEPUTADO ESTADUAL,4855732,4058912
2014,1,SC,DEPUTADO FEDERAL,4855732,4058912
2014,1,SC,GOVERNADOR,4855732,4058912
2014,1,SC,SENADOR,4855732,4058912
2014,1,SE,DEPUTADO ESTADUAL,1453597,1239891
2014,1,SE,DEPUTADO FEDERAL,1453597,1239891
2014,1,SE,GOVERNADOR,1453597,1239891
2014,1,SE,SENADOR,1453597,1239891
2014,1,SP,DEPUTADO ESTADUAL,31979717,25736781
2014,1,SP,DEPUTADO FEDERAL,31979717,25736781
2014,1,SP,GOVERNADOR,31979717,25736781
2014,1,SP,SENADOR,31979717,25736781
2014,1,TO,DEPUTADO ESTADUAL,996379,801084
2014,1,TO,DEPUTADO FEDERAL,996379,801084
2014,1,TO,GOVERNADOR,996379,801084
2014,1,TO,SENADOR,996379,801084
2014,2,AC,GOVERNADOR,506522,394157
2014,2,AM,GOVERNADOR,2225691,1722286
2014,2,AP,GOVERNADOR,455368,389080
2014,2,CE,GOVERNADOR,6268997,4905479
2014,2,DF,GOVERNADOR,1895994,1656361
2014,2,GO,GOVERNADOR,4329932,3397505
2014,2,MS,GOVERNADOR,1817547,1397180
2014,2,PA,GOVERNADOR,5186031,3877989
2014,2,PB,GOVERNADOR,2834880,2324672
2014,2,RJ,GOVERNADOR,12134961,9421190
2014,2,RN,GOVERNADOR,2326659,1915732
2014,2,RO,GOVERNADOR,1126542,852217
2014,2,RR,GOVERNADOR,299419,250228
2014,2,RS,GOVERNADOR,8385656,6860298
1998,1,AC,PRESIDENTE,318955,239598
1998,1,AL,PRESIDENTE,1383600,993135
1998,1,AM,PRESIDENTE,1368084,969648
1998,1,AP,PRESIDENTE,213289,184348
1998,1,BA,PRESIDENTE,7932156,5406422
1998,1,CE,PRESIDENTE,4301105,3300069
1998,1,DF,PRESIDENTE,1267925,1071508
1998,1,ES,PRESIDENTE,1916884,1498765
1998,1,GO,PRESIDENTE,2948532,2341531
1998,1,MA,PRESIDENTE,2986755,2059544
1998,1,MG,PRESIDENTE,11814791,9465601
1998,1,MS,PRESIDENTE,1256907,997117
1998,1,MT,PRESIDENTE,1516451,1076694
1998,1,PA,PRESIDENTE,3218566,2147204
1998,1,PB,PRESIDENTE,2223259,1675605
1998,1,PE,PRESIDENTE,5117448,3808442
1998,1,PI,PRESIDENTE,1781150,1346593
1998,1,PR,PRESIDENTE,6384210,5035699
1998,1,RJ,PRESIDENTE,4324894,3475679
1998,1,RN,PRESIDENTE,1728975,1399620
1998,1,RO,PRESIDENTE,836179,585404
1998,1,RR,PRESIDENTE,170620,133723
1998,1,RS,PRESIDENTE,6846077,5822958
1998,1,SC,PRESIDENTE,3516811,2943703
1998,1,SE,PRESIDENTE,1081138,846933
1998,1,SP,PRESIDENTE,23318077,19467940
1998,1,TO,PRESIDENTE,624056,498878
2002,1,AC,PRESIDENTE,369786,290431
2002,1,AL,PRESIDENTE,1598446,1260102
2002,1,AM,PRESIDENTE,1523155,1191238
2002,1,AP,PRESIDENTE,290101,247842
2002,1,BA,PRESIDENTE,8567328,6399312
2002,1,CE,PRESIDENTE,4805259,3860135
2002,1,DF,PRESIDENTE,1516598,1282964
2002,1,ES,PRESIDENTE,2146425,1768049
2002,1,GO,PRESIDENTE,3365848,2792801
2002,1,MA,PRESIDENTE,3388659,2576615
2002,1,MG,PRESIDENTE,12680350,10513889
2002,1,MS,PRESIDENTE,1411773,1157516
2002,1,MT,PRESIDENTE,1730022,1346646
2002,1,PA,PRESIDENTE,3569096,2776796
2002,1,PB,PRESIDENTE,2322068,1905508
2002,1,PE,PRESIDENTE,5396667,4246228
2002,1,PI,PRESIDENTE,1848292,1556642
2002,1,PR,PRESIDENTE,6663199,5585219
2002,1,RJ,PRESIDENTE,10211785,8712300
2002,1,RN,PRESIDENTE,1917382,1579867
2002,1,RO,PRESIDENTE,882545,693456
2002,1,RR,PRESIDENTE,208524,175211
2002,1,RS,PRESIDENTE,7352139,6396989
2002,1,SC,PRESIDENTE,3817974,3301569
2002,1,SE,PRESIDENTE,1147933,949189
2002,1,SP,PRESIDENTE,25651378,21564887
2002,1,TO,PRESIDENTE,785397,623579
2006,1,AC,PRESIDENTE,412840,334418
2006,1,AL,PRESIDENTE,1859487,1513750
2006,1,AM,PRESIDENTE,1781246,1464976
2006,1,AP,PRESIDENTE,360614,309127
2006,1,BA,PRESIDENTE,9109353,7225104
2006,1,CE,PRESIDENTE,5361581,4429568
2006,1,DF,PRESIDENTE,1655050,1425300
2006,1,ES,PRESIDENTE,2336133,1942849
2006,1,GO,PRESIDENTE,3734185,3094151
2006,1,MA,PRESIDENTE,3920274,3103200
2006,1,MG,PRESIDENTE,13679738,11232597
2006,1,MS,PRESIDENTE,1561181,1288948
2006,1,MT,PRESIDENTE,1940270,1549616
2006,1,PA,PRESIDENTE,4157654,3333614
2006,1,PB,PRESIDENTE,2573766,2154153
2006,1,PE,PRESIDENTE,5834512,4769970
2006,1,PI,PRESIDENTE,2073504,1738648
2006,1,PR,PRESIDENTE,7121257,5967396
2006,1,RJ,PRESIDENTE,10891293,9255690
2006,1,RN,PRESIDENTE,2101144,1789912
2006,1,RO,PRESIDENTE,988631,785916
2006,1,RR,PRESIDENTE,233596,199239
2006,1,RS,PRESIDENTE,7750583,6676828
2006,1,SC,PRESIDENTE,4168495,3588173
2006,1,SE,PRESIDENTE,1299785,1111558
2006,1,SP,PRESIDENTE,28037256,23771584
2006,1,TO,PRESIDENTE,882728,722082
2010,1,AC,PRESIDENTE,470545,363570
2010,1,AL,PRESIDENTE,2033483,1583844
2010,1,AM,PRESIDENTE,2027377,1621389
2010,1,AP,PRESIDENTE,420331,357792
2010,1,BA,PRESIDENTE,9543706,7486192
2010,1,CE,PRESIDENTE,5878066,4699435
2010,1,DF,PRESIDENTE,1833942,1550765
2010,1,ES,PRESIDENTE,2521991,2083045
2010,1,GO,PRESIDENTE,4058912,3329636
2010,1,MA,PRESIDENTE,4320748,3285100
2010,1,MG,PRESIDENTE,14513934,11838442
2010,1,MS,PRESIDENTE,1700912,1392464
2010,1,MT,PRESIDENTE,2094032,1655212
2010,1,PA,PRESIDENTE,4763365,3754610
2010,1,PB,PRESIDENTE,2738313,2232261
2010,1,PE,PRESIDENTE,6256213,5041936
2010,1,PI,PRESIDENTE,2261862,1813324
2010,1,PR,PRESIDENTE,7597999,6347623
2010,1,RJ,PRESIDENTE,11584083,9572486
2010,1,RN,PRESIDENTE,2245115,1877681
2010,1,RO,PRESIDENTE,1078348,846351
2010,1,RR,PRESIDENTE,271596,233616
2010,1,RS,PRESIDENTE,8107550,6902902
2010,1,SC,PRESIDENTE,4536718,3900064
2010,1,SE,PRESIDENTE,1425334,1184869
2010,1,SP,PRESIDENTE,30289723,25310267
2010,1,TO,PRESIDENTE,947904,772644
2014,1,AC,PRESIDENTE,506520,418772
2014,1,AL,PRESIDENTE,1995153,1612496
2014,1,AM,PRESIDENTE,2225630,1791817
2014,1,AP,PRESIDENTE,455368,407846
2014,1,BA,PRESIDENTE,10179390,7818832
2014,1,CE,PRESIDENTE,6268909,5007565
2014,1,DF,PRESIDENTE,1895697,1674508
2014,1,ES,PRESIDENTE,2651621,2150247
2014,1,GO,PRESIDENTE,4329834,3514438
2014,1,MA,PRESIDENTE,4495864,3433672
2014,1,MG,PRESIDENTE,15236578,12186182
2014,1,MS,PRESIDENTE,1817511,1444320
2014,1,MT,PRESIDENTE,2188283,1686876
2014,1,PA,PRESIDENTE,5185950,4091843
2014,1,PB,PRESIDENTE,2834782,2334522
2014,1,PE,PRESIDENTE,6353859,5304380
2014,1,PI,PRESIDENTE,2344476,1901414
2014,1,PR,PRESIDENTE,7861171,6536251
2014,1,RJ,PRESIDENTE,12134443,9693862
2014,1,RN,PRESIDENTE,2326583,1935105
2014,1,RO,PRESIDENTE,1126502,885929
2014,1,RR,PRESIDENTE,299411,262194
2014,1,RS,PRESIDENTE,8385229,6976843
2014,1,SC,PRESIDENTE,4855732,4058912
2014,1,SE,PRESIDENTE,1453597,1239891
2014,1,SP,PRESIDENTE,31979717,25736781
2014,1,TO,PRESIDENTE,996379,801084
1998,2,AC,PRESIDENTE,318955,239598
1998,2,AL,PRESIDENTE,1383600,993135
1998,2,AM,PRESIDENTE,1368084,969648
1998,2,AP,PRESIDENTE,213289,184348
1998,2,BA,PRESIDENTE,7932156,5406422
1998,2,CE,PRESIDENTE,4301105,3300069
1998,2,DF,PRESIDENTE,1267925,1071508
1998,2,ES,PRESIDENTE,1916884,1498765
1998,2,GO,PRESIDENTE,2948532,2341531
1998,2,MA,PRESIDENTE,2986755,2059544
1998,2,MG,PRESIDENTE,11814791,9465601
1998,2,MS,PRESIDENTE,1256907,997117
1998,2,MT,PRESIDENTE,1516451,1076694
1998,2,PA,PRESIDENTE,3218566,2147204
1998,2,PB,PRESIDENTE,2223259,1675605
1998,2,PE,PRESIDENTE,5117448,3808442
1998,2,PI,PRESIDENTE,1781150,1346593
1998,2,PR,PRESIDENTE,6384210,5035699
1998,2,RJ,PRESIDENTE,4324894,3475679
1998,2,RN,PRESIDENTE,1728975,1399620
1998,2,RO,PRESIDENTE,836179,585404
1998,2,RR,PRESIDENTE,170620,133723
1998,2,RS,PRESIDENTE,6846077,5822958
1998,2,SC,PRESIDENTE,3516811,2943703
1998,2,SE,PRESIDENTE,1081138,846933
1998,2,SP,PRESIDENTE,23318077,19467940
1998,2,TO,PRESIDENTE,624056,498878
2002,2,AC,PRESIDENTE,369786,290431
2002,2,AL,PRESIDENTE,1598446,1260102
2002,2,AM,PRESIDENTE,1523155,1191238
2002,2,AP,PRESIDENTE,290101,247842
2002,2,BA,PRESIDENTE,8567328,6399312
2002,2,CE,PRESIDENTE,4805259,3860135
2002,2,DF,PRESIDENTE,1516598,1282964
2002,2,ES,PRESIDENTE,2146425,1768049
2002,2,GO,PRESIDENTE,3365848,2792801
2002,2,MA,PRESIDENTE,3388659,2576615
2002,2,MG,PRESIDENTE,12680350,10513889
2002,2,MS,PRESIDENTE,1411773,1157516
2002,2,MT,PRESIDENTE,1730022,1346646
2002,2,PA,PRESIDENTE,3569096,2776796
2002,2,PB,PRESIDENTE,2322068,1905508
2002,2,PE,PRESIDENTE,5396667,4246228
2002,2,PI,PRESIDENTE,1848292,1556642
2002,2,PR,PRESIDENTE,6663199,5585219
2002,2,RJ,PRESIDENTE,10211785,8712300
2002,2,RN,PRESIDENTE,1917382,1579867
2002,2,RO,PRESIDENTE,882545,693456
2002,2,RR,PRESIDENTE,208524,175211
2002,2,RS,PRESIDENTE,7352139,6396989
2002,2,SC,PRESIDENTE,3817974,3301569
2002,2,SE,PRESIDENTE,1147933,949189
2002,2,SP,PRESIDENTE,25651378,21564887
2002,2,TO,PRESIDENTE,785397,623579
2006,2,AC,PRESIDENTE,412840,334418
2006,2,AL,PRESIDENTE,1859487,1513750
2006,2,AM,PRESIDENTE,1781246,1464976
2006,2,AP,PRESIDENTE,360614,309127
2006,2,BA,PRESIDENTE,9109353,7225104
2006,2,CE,PRESIDENTE,5361581,4429568
2006,2,DF,PRESIDENTE,1655050,1425300
2006,2,ES,PRESIDENTE,2336133,1942849
2006,2,GO,PRESIDENTE,3734185,3094151
2006,2,MA,PRESIDENTE,3920274,3103200
2006,2,MG,PRESIDENTE,13679738,11232597
2006,2,MS,PRESIDENTE,1561181,1288948
2006,2,MT,PRESIDENTE,1940270,1549616
2006,2,PA,PRESIDENTE,4157654,3333614
2006,2,PB,PRESIDENTE,2573766,2154153
2006,2,PE,PRESIDENTE,5834512,4769970
2006,2,PI,PRESIDENTE,2073504,1738648
2006,2,PR,PRESIDENTE,7121257,5967396
2006,2,RJ,PRESIDENTE,10891293,9255690
2006,2,RN,PRESIDENTE,2101144,1789912
2006,2,RO,PRESIDENTE,988631,785916
2006,2,RR,PRESIDENTE,233596,199239
2006,2,RS,PRESIDENTE,7750583,6676828
2006,2,SC,PRESIDENTE,4168495,3588173
2006,2,SE,PRESIDENTE,1299785,1111558
2006,2,SP,PRESIDENTE,28037256,23771584
2006,2,TO,PRESIDENTE,882728,722082
2010,2,AC,PRESIDENTE,470545,363570
2010,2,AL,PRESIDENTE,2033483,1583844
2010,2,AM,PRESIDENTE,2027377,1621389
2010,2,AP,PRESIDENTE,420331,357792
2010,2,BA,PRESIDENTE,9543706,7486192
2010,2,CE,PRESIDENTE,5878066,4699435
2010,2,DF,PRESIDENTE,1833942,1550765
2010,2,ES,PRESIDENTE,2521991,2083045
2010,2,GO,PRESIDENTE,4058912,3329636
2010,2,MA,PRESIDENTE,4320748,3285100
2010,2,MG,PRESIDENTE,14513934,11838442
2010,2,MS,PRESIDENTE,1700912,1392464
2010,2,MT,PRESIDENTE,2094032,1655212
2010,2,PA,PRESIDENTE,4763365,3754610
2010,2,PB,PRESIDENTE,2738313,2232261
2010,2,PE,PRESIDENTE,6256213,5041936
2010,2,PI,PRESIDENTE,2261862,1813324
2010,2,PR,PRESIDENTE,7597999,6347623
2010,2,RJ,PRESIDENTE,11584083,9572486
2010,2,RN,PRESIDENTE,2245115,1877681
2010,2,RO,PRESIDENTE,1078348,846351
2010,2,RR,PRESIDENTE,271596,233616
2010,2,RS,PRESIDENTE,8107550,6902902
2010,2,SC,PRESIDENTE,4536718,3900064
2010,2,SE,PRESIDENTE,1425334,1184869
2010,2,SP,PRESIDENTE,30289723,25310267
2010,2,TO,PRESIDENTE,947904,772644
2014,2,AC,PRESIDENTE,506520,418772
2014,2,AL,PRESIDENTE,1995153,1612496
2014,2,AM,PRESIDENTE,2225630,1791817
2014,2,AP,PRESIDENTE,455368,407846
2014,2,BA,PRESIDENTE,10179390,7818832
2014,2,CE,PRESIDENTE,6268909,5007565
2014,2,DF,PRESIDENTE,1895697,1674508
2014,2,ES,PRESIDENTE,2651621,2150247
2014,2,GO,PRESIDENTE,4329834,3514438
2014,2,MA,PRESIDENTE,4495864,3433672
2014,2,MG,PRESIDENTE,15236578,12186182
2014,2,MS,PRESIDENTE,1817511,1444320
2014,2,MT,PRESIDENTE,2188283,1686876
2014,2,PA,PRESIDENTE,5185950,4091843
2014,2,PB,PRESIDENTE,2834782,2334522
2014,2,PE,PRESIDENTE,6353859,5304380
2014,2,PI,PRESIDENTE,2344476,1901414
2014,2,PR,PRESIDENTE,7861171,6536251
2014,2,RJ,PRESIDENTE,12134443,9693862
2014,2,RN,PRESIDENTE,2326583,1935105
2014,2,RO,PRESIDENTE,1126502,885929
2014,2,RR,PRESIDENTE,299411,262194
2014,2,RS,PRESIDENTE,8385229,6976843
2014,2,SC,PRESIDENTE,4855732,4058912
2014,2,SE,PRESIDENTE,1453597,1239891
2014,2,SP,PRESIDENTE,31979717,25736781
2014,2,TO,PRESIDENTE,996379,801084
1998,1,BR,PRESIDENTE,100396894,78792361
2002,1,BR,PRESIDENTE,115168129,94754980
2006,1,BR,PRESIDENTE,125826156,104778367
2010,1,BR,PRESIDENTE,135522102,111037520
2014,1,BR,PRESIDENTE,142384189,114906582
1998,2,BR,PRESIDENTE,100396894,78792361
2002,2,BR,PRESIDENTE,115168129,94754980
2006,2,BR,PRESIDENTE,125826156,104778367
2010,2,BR,PRESIDENTE,135522102,111037520
2014,2,BR,PRESIDENTE,142384189,114906582
